Seq,Name,Age
4923,Luella Chandler,24
4924,Louis Gregory,57
4925,Isabel Copeland,64
4926,Ernest Briggs,35
4927,Donald Colon,59
4928,Lucinda Hoffman,42
4929,Leonard Morrison,20
4930,Randy Hart,20
4931,Alexander Gonzalez,26
4932,Rachel Thomas,32
4933,Keith Daniel,27
4934,Bruce Brown,36
4935,Emily Davidson,32
4936,Frederick Alvarado,35
4937,Willie Morrison,40
4938,Nancy Hudson,31
4939,Iva West,37
4940,Stanley Harmon,32
4941,Matthew Porter,25
4942,Helen Conner,19
4943,Dylan Moody,22
4944,Cole Chambers,31
4945,May Dixon,39
4946,Ralph Quinn,22
4947,Joe Byrd,21
4948,Brandon Joseph,58
4949,Rosetta Washington,64
4950,Winnie Palmer,38
4951,Dustin Jennings,62
4952,Jesus Soto,40
4953,Jeanette Wong,50
4954,Olive Leonard,63
4955,Mario Garrett,41
4956,Carlos Parsons,59
4957,Sue Little,23
4958,Rose Lynch,22
4959,Sadie Frank,26
4960,Russell Park,41
4961,Mitchell Drake,54
4962,Manuel Mills,47
4963,Trevor Gray,19
4964,Lucile Baldwin,28
4965,Theodore Soto,49
4966,Rachel Park,21
4967,Josephine Wagner,42
4968,Lloyd Johnston,59
4969,Barbara Hoffman,56
4970,Harriet Spencer,48
4971,Jonathan Hall,46
4972,Lawrence Hicks,32
4973,Jeffrey Hudson,59
4974,Lina Schmidt,54
4975,Johanna Henderson,22
4976,Jessie Singleton,52
4977,Olivia Moreno,61
4978,Aiden Graham,59
4979,Pauline Brock,52
4980,Margaret Rodgers,39
4981,Ada Blake,43
4982,Marian Townsend,58
4983,Gabriel Hodges,36
4984,Tyler Barber,57
4985,Eva Kelley,37
4986,Earl Mullins,65
4987,Barbara Peterson,22
4988,Theresa Briggs,39
4989,Ruth Carr,58
4990,Jeff McGuire,24
4991,Winifred Sanders,63
4992,Allen Figueroa,26
4993,Delia Dean,62
4994,Sallie Copeland,48
4995,Sadie Matthews,32
4996,Bertie Hill,29
4997,Vincent Rowe,58
4998,Henrietta Page,41
4999,Max Hoffman,53
5000,Eric Daniel,42
5001,Nelle Greer,43
5002,Rena Cook,24
5003,Julian Lawson,51
5004,Irene Lucas,47
5005,Victor Mills,58
5006,Lottie Barber,44
5007,Justin Lawson,36
5008,Tyler Fuller,38
5009,Lou Day,22
5010,Josephine Moss,59
5011,Lydia Colon,47
5012,Ophelia Figueroa,65
5013,Antonio Bailey,30
5014,Gussie Lawrence,36
5015,Glen Robertson,60
5016,Blake Woods,36
5017,Isaiah Curtis,18
5018,Christine Warner,40
5019,Florence Riley,43
5020,Addie Coleman,58
5021,Peter Santiago,52
5022,Danny Walker,34
5023,Lula Walker,44
5024,Chester Maxwell,37
5025,Rebecca Abbott,55
5026,Larry Carson,53
5027,Brett Wilkerson,36
5028,Bessie Montgomery,18
5029,Harvey Harvey,46
5030,Alejandro Pearson,58
5031,Laura Hayes,29
5032,Danny Wright,50
5033,Inez Rice,27
5034,Gene Ingram,34
5035,Lillian Swanson,40
5036,Alvin Holt,35
5037,Lucinda Phelps,40
5038,Irene Harper,30
5039,Michael Weaver,36
5040,Flora Rios,63
5041,Anne Bush,59
5042,Minerva Robertson,46
5043,Caleb Fernandez,46
5044,Marion Fitzgerald,50
5045,Gordon Sullivan,37
5046,Gene Hayes,42
5047,Isabel Barnett,39
5048,Eleanor Clark,58
5049,Julian Maldonado,39
5050,Adele Boyd,27
5051,Stanley Goodman,35
5052,Charles Hogan,43
5053,Jim Alvarado,24
5054,Martin Nichols,63
5055,Donald Munoz,54
5056,Beulah Edwards,60
5057,Tyler Nunez,55
5058,Edith Garcia,59
5059,Harriett George,48
5060,Ricardo Hopkins,27
5061,David Park,38
5062,Landon Potter,46
5063,Christine Bates,51
5064,Terry Diaz,18
5065,Milton Atkins,34
5066,Katharine Cook,56
5067,Dorothy Simpson,46
5068,Lillian Collier,19
5069,Bernice Conner,19
5070,Dennis Drake,42
5071,Timothy Parker,35
5072,Garrett Blake,39
5073,Jerome Weaver,30
5074,Eric Roy,33
5075,Austin Vargas,52
5076,Rebecca Parker,41
5077,Peter Frank,18
5078,Edward Lawrence,56
5079,Nell Wells,39
5080,Myrtle Davidson,37
5081,Lester Powell,57
5082,Lela Bush,61
5083,Shawn Farmer,39
5084,Genevieve Bass,55
5085,Tom Goodwin,18
5086,Luis Craig,54
5087,Mitchell Spencer,35
5088,Esther Rhodes,65
5089,Ella Hunt,31
5090,Isaiah Buchanan,55
5091,Clarence Jenkins,42
5092,Edward Hanson,41
5093,Erik Todd,35
5094,Nora Vasquez,40
5095,Loretta Hicks,18
5096,Myrtle French,35
5097,Earl Parker,19
5098,Melvin Edwards,23
5099,Mildred Barber,26
5100,Landon Reyes,42
5101,Jeanette McBride,25
5102,Craig Fox,51
5103,Tom Pratt,44
5104,Wayne Wong,56
5105,Carrie Baker,65
5106,Beulah Dunn,53
5107,Troy Clayton,29
5108,Lou Waters,28
5109,Lester Higgins,54
5110,Janie Andrews,44
5111,Marvin Wade,28
5112,Marvin George,25
5113,Marvin Olson,29
5114,Dollie Cortez,60
5115,Tom Brewer,65
5116,Mina Hampton,22
5117,Lola Osborne,54
5118,Hunter Wise,57
5119,Gordon Wright,32
5120,Jordan Miller,49
5121,Leona Bryan,45
5122,Dennis Gross,19
5123,Gregory Robbins,53
5124,Jesse Carlson,24
5125,Eric Brady,32
5126,Warren Martin,29
5127,Jose Norman,32
5128,Nancy Dunn,43
5129,Henry Wise,50
5130,Robert Hopkins,57
5131,Frances Guerrero,41
5132,Myra Terry,57
5133,Lura Stanley,64
5134,Rodney Reynolds,62
5135,Connor Schmidt,48
5136,Maggie Clarke,61
5137,Amanda Potter,62
5138,Mitchell Waters,20
5139,Alex Fernandez,24
5140,Ina Bowers,45
5141,Lucile Boone,25
5142,Cornelia Carroll,44
5143,David Rodriguez,64
5144,Joel Wilson,50
5145,Betty Torres,27
5146,Jeff Moore,43
5147,Eva Ryan,40
5148,Benjamin Young,45
5149,Marcus Hansen,25
5150,Bobby Ferguson,39
5151,Erik Wilson,42
5152,Georgie Roy,22
5153,Juan Greene,20
5154,Annie Romero,56
5155,Gavin Wallace,43
5156,Lina Mendez,51
5157,Jeff Pierce,26
5158,Lucile Thompson,47
5159,Ethel Barker,45
5160,Christine McKinney,56
5161,Alta Riley,54
5162,Margaret Holt,44
5163,Carl Mann,41
5164,Wesley Ball,64
5165,Garrett McBride,36
5166,Leila Abbott,24
5167,Willie Gross,41
5168,Nicholas Kelley,40
5169,Georgia Goodwin,62
5170,Brian Stevenson,35
5171,Bessie Roberson,27
5172,Jayden Clarke,51
5173,Stanley Morrison,22
5174,Lucinda Brooks,20
5175,Mary Lynch,49
5176,Rosie Anderson,58
5177,Francisco Powers,64
5178,Aaron Patton,27
5179,Sarah Torres,44
5180,Troy Cole,22
5181,Callie Simmons,65
5182,Lula Powell,29
5183,Estelle Norman,43
5184,Dennis Barrett,59
5185,Jerry Wade,37
5186,Carrie Powers,42
5187,Mable Maxwell,34
5188,Floyd Vega,25
5189,Chester Lewis,54
5190,Andre Mullins,46
5191,Edna Harrington,52
5192,David Franklin,59
5193,Blake Burgess,29
5194,Nellie Medina,40
5195,Larry Lawrence,35
5196,Seth Thornton,43
5197,George Ball,42
5198,Anne Reynolds,19
5199,Rosa Graham,32
5200,Antonio Wood,64
5201,Austin Maxwell,43
5202,Garrett Simpson,34
5203,Luis Delgado,29
5204,Frederick Lamb,21
5205,Winnie Brady,21
5206,Clara Thornton,53
5207,Christopher Butler,28
5208,Della Nichols,53
5209,Steven Rodriguez,27
5210,Catherine Robbins,44
5211,Jennie Obrien,60
5212,Timothy Reed,47
5213,Mathilda Park,28
5214,Betty McGee,48
5215,Ronnie Edwards,22
5216,Jayden Casey,30
5217,Elsie McCoy,55
5218,Gabriel Pierce,37
5219,Irene Walton,30
5220,Rachel Hill,22
5221,Sean Schultz,59
5222,Angel Rodgers,42
5223,Della Lawrence,31
5224,Rena Paul,62
5225,Clifford Baker,46
5226,Sarah Patterson,22
5227,Ronnie Fernandez,44
5228,Lawrence Hale,53
5229,Ray Colon,65
5230,Charles King,50
5231,Julia Schneider,43
5232,Esther Mendez,53
5233,Eugenia Ruiz,45
5234,Francis Clark,27
5235,Olga Kennedy,64
5236,Susie Jackson,49
5237,Lois Campbell,24
5238,Herbert McBride,33
5239,Tillie Vasquez,51
5240,Walter Long,50
5241,Mae Strickland,48
5242,Lois Berry,41
5243,Derrick Terry,43
5244,Mattie Craig,54
5245,Sadie Roy,46
5246,Ruby Graham,28
5247,Roxie Carlson,65
5248,Ada Stokes,59
5249,Dominic Garner,35
5250,Steven Summers,26
5251,Lida Franklin,65
5252,Jeanette Flores,48
5253,Lida Reed,35
5254,Tillie Turner,45
5255,Gary Andrews,18
5256,Bruce Ingram,19
5257,Jayden Shelton,62
5258,Myra Watson,45
5259,Harvey Snyder,20
5260,Lois Martinez,33
5261,Ophelia Neal,31
5262,Roy Beck,34
5263,Jane Walton,47
5264,Marguerite Ballard,58
5265,Ophelia Norman,65
5266,Douglas Matthews,36
5267,Thomas Wilson,26
5268,Francis Nelson,32
5269,Luke Oliver,55
5270,Dominic Rogers,37
5271,Georgia Smith,33
5272,Gerald Clark,45
5273,Nathaniel Griffith,57
5274,Cory Banks,46
5275,Anthony Gibbs,39
5276,Jon Medina,46
5277,Mae Guzman,50
5278,Eula Cox,40
5279,Francis Doyle,32
5280,Mark Figueroa,22
5281,Essie Boyd,25
5282,Loretta Clarke,19
5283,Bruce Robbins,37
5284,Evan Andrews,43
5285,Maggie Bush,52
5286,Elizabeth Pena,24
5287,Winifred Johnston,30
5288,Adeline Ford,22
5289,Hannah Hernandez,63
5290,Cecilia Chambers,23
5291,Florence Farmer,32
5292,Sarah Lucas,37
5293,Jim Chavez,50
5294,Lester Payne,56
5295,Nelle Mendez,40
5296,Della Brewer,46
5297,Nettie Beck,58
5298,Josephine Abbott,62
5299,Estelle Freeman,20
5300,David Morris,33
5301,Howard Patrick,40
5302,Edgar Lewis,44
5303,Myra Thomas,29
5304,Fred Gonzalez,36
5305,Harvey Guerrero,35
5306,Franklin McKenzie,35
5307,Nelle Grant,54
5308,Millie Graham,19
5309,Linnie Sandoval,62
5310,Miguel Jenkins,64
5311,Birdie Reese,21
5312,Kenneth Carson,38
5313,Lily Reed,56
5314,Leroy Obrien,43
5315,Brandon Hardy,49
5316,Kenneth Moore,35
5317,Isabelle McBride,50
5318,Edith Bailey,33
5319,Duane McCarthy,31
5320,Linnie Coleman,30
5321,Shane Osborne,38
5322,Scott Higgins,39
5323,Willie Roberts,47
5324,Brian Richardson,38
5325,Jackson Gilbert,62
5326,Carlos Hines,30
5327,Katherine Lambert,31
5328,Garrett Mack,24
5329,Jane Hansen,65
5330,Tommy Rose,45
5331,James Soto,24
5332,Edward Shelton,29
5333,Jayden Hayes,41
5334,May Hubbard,31
5335,Maude Ferguson,26
5336,Maggie Fernandez,42
5337,Matthew Maxwell,29
5338,Ricardo Hanson,41
5339,Max Snyder,46
5340,Adele Romero,29
5341,Jessie Jenkins,29
5342,Bettie Floyd,19
5343,Edward Burke,32
5344,Cordelia Ford,47
5345,Mike Collier,30
5346,Jeff Henry,30
5347,Harvey Long,20
5348,Bradley Turner,52
5349,Isabelle Gutierrez,52
5350,Peter James,40
5351,Willie Bradley,25
5352,Stephen Lambert,18
5353,Lawrence Marsh,36
5354,Sally Ramos,52
5355,Garrett Reynolds,33
5356,Virginia Griffith,52
5357,Ernest Williamson,38
5358,Florence Lucas,24
5359,Ray Mullins,31
5360,Edwin Lee,36
5361,Amelia Gonzalez,62
5362,Isaiah Haynes,59
5363,Erik Gibbs,47
5364,Rosa Jenkins,41
5365,Winnie Hayes,23
5366,Tommy Potter,27
5367,Gavin Reeves,58
5368,Albert Rivera,56
5369,Floyd Johnston,40
5370,Dollie Walker,39
5371,Eugenia Briggs,65
5372,Inez Lambert,61
5373,Gussie Patton,54
5374,Ethel Garza,31
5375,Joseph Henderson,59
5376,Nathaniel Martin,34
5377,Manuel Manning,35
5378,Mattie Lindsey,39
5379,Alexander Foster,64
5380,Edith Williams,56
5381,Edwin Watson,60
5382,Ina Gill,62
5383,Harold Floyd,23
5384,James Long,25
5385,Chad Reyes,41
5386,Belle Craig,25
5387,Landon McLaughlin,32
5388,Phillip Morgan,35
5389,Gerald Brewer,28
5390,Nelle Sandoval,25
5391,Lois McDaniel,59
5392,Floyd Kelly,31
5393,Carlos Buchanan,49
5394,Noah Mendoza,65
5395,Jordan Cobb,35
5396,Victor Green,64
5397,Mathilda Berry,51
5398,Leonard Patterson,37
5399,Victor Collins,50
5400,Paul McDaniel,43
5401,Carolyn Cain,23
5402,Dora Marshall,19
5403,Mayme Lamb,36
5404,Eleanor Fuller,57
5405,Gerald Moore,64
5406,Rosie Anderson,38
5407,Jon Little,52
5408,Helena Walsh,25
5409,Edith Cortez,40
5410,Cody Marsh,43
5411,Sophia Olson,56
5412,Myrtie Garrett,26
5413,Jimmy Scott,48
5414,Margaret Ryan,22
5415,Bernice Griffin,53
5416,Polly McGee,60
5417,Michael Ford,58
5418,Katie Stephens,58
5419,Ellen Carlson,38
5420,Leonard Stokes,34
5421,Betty Mann,43
5422,Martha Estrada,43
5423,Ernest Maxwell,29
5424,Nathaniel Cummings,35
5425,Mabelle McCormick,65
5426,Lee Mason,25
5427,Lillie Bryant,31
5428,Christian Briggs,34
5429,Theodore Vaughn,49
5430,Clara Kennedy,32
5431,Addie McBride,27
5432,Cameron Richards,61
5433,Sadie Walker,36
5434,Derrick Richards,42
5435,Jeanette Robinson,53
5436,Jesus Hicks,53
5437,Virginia Wells,56
5438,Nancy Moran,42
5439,James King,57
5440,Clyde Keller,61
5441,Katie Campbell,47
5442,Steven Stevens,57
5443,Justin Bryant,22
5444,Phoebe Lopez,18
5445,Ethel Simmons,18
5446,Noah Lowe,47
5447,Rosetta Rowe,63
5448,Evelyn Hanson,33
5449,Lou Castillo,27
5450,Lucille Parks,60
5451,Cora Clark,52
5452,Elijah Nguyen,51
5453,Tony Beck,27
5454,Bruce Roy,39
5455,Danny Goodwin,20
5456,Richard Gilbert,45
5457,Teresa Jones,54
5458,Lucile Riley,30
5459,Bruce Nguyen,62
5460,Lettie Bradley,43
5461,Inez George,41
5462,Eric Fleming,28
5463,Amanda Sherman,51
5464,Ella Carson,63
5465,Zachary Shelton,26
5466,Howard Andrews,24
5467,Rachel Houston,39
5468,Winifred Black,64
5469,Fannie Richards,31
5470,Maude Jackson,53
5471,Lena Clarke,54
5472,Peter Clarke,33
5473,Ada Bradley,65
5474,Stella Sparks,33
5475,Mattie Harvey,39
5476,Bryan Pope,29
5477,Lou Nelson,59
5478,Helena Luna,21
5479,Ollie Huff,62
5480,Vincent Ramirez,21
5481,Belle Gutierrez,59
5482,Hulda Wong,32
5483,Herbert Hayes,52
5484,Chase Austin,48
5485,Sallie Chandler,63
5486,Louis Day,23
5487,Bertha McCoy,53
5488,Celia Reeves,47
5489,Caroline Allison,26
5490,Eric Gonzalez,51
5491,Emily Holt,36
5492,Danny Sanchez,47
5493,Lester Gray,54
5494,Virgie Bell,25
5495,Teresa Grant,61
5496,Jessie Wolfe,30
5497,Bess Collier,21
5498,Jeanette Osborne,19
5499,Johnny Mendoza,59
5500,Mollie Bowers,56
5501,Austin Hawkins,55
5502,Mabelle Fernandez,32
5503,Chad Harris,39
5504,Duane Sparks,20
5505,Dean Craig,23
5506,Lewis Fields,59
5507,Lester Williams,65
5508,Melvin Valdez,65
5509,Brent Myers,29
5510,Chase Strickland,21
5511,Jesus Willis,47
5512,Sarah Doyle,49
5513,Noah McCoy,53
5514,Hunter Shaw,63
5515,Hester Ballard,28
5516,Ronnie Weber,62
5517,Belle Hudson,29
5518,Darrell Holloway,37
5519,Rosa Steele,64
5520,Lelia Moran,54
5521,Abbie Blake,22
5522,Cornelia Frank,65
5523,Timothy Klein,53
5524,Marcus Duncan,46
5525,Fred Hayes,22
5526,Mollie Olson,21
5527,Isabelle Armstrong,35
5528,Charlie Lopez,48
5529,Alejandro Massey,56
5530,Vincent McKenzie,34
5531,Melvin Jones,60
5532,Leah Bowers,28
5533,Bruce Andrews,58
5534,Cody Schmidt,46
5535,Dylan Walker,30
5536,Virginia White,33
5537,Steven Alexander,65
5538,Adrian Love,31
5539,Alvin Aguilar,48
5540,Manuel Cook,35
5541,Ophelia Ford,41
5542,Carolyn Estrada,42
5543,Brett Henry,24
5544,Ian Peterson,54
5545,Kate Carroll,24
5546,John Miles,26
5547,Alan Carson,65
5548,Violet Hamilton,39
5549,Marvin Guzman,51
5550,Marc Carroll,20
5551,Jesse Schmidt,56
5552,Lola McCarthy,60
5553,Elva Gardner,20
5554,Jay Padilla,53
5555,Warren Holt,29
5556,Evan Simpson,34
5557,Micheal Norton,36
5558,Edna Flowers,54
5559,Dylan Haynes,38
5560,Rosa Burgess,20
5561,Johanna Newman,18
5562,Francisco Stewart,36
5563,Ethel Castillo,26
5564,Catherine Norton,63
5565,Tyler Vaughn,49
5566,Lou Garza,58
5567,Samuel Lloyd,60
5568,Douglas Kennedy,47
5569,Charles Abbott,46
5570,Lola Sherman,19
5571,Caroline Dennis,21
5572,Donald Barnett,61
5573,Gerald Fields,21
5574,Bess Haynes,56
5575,Sue Cohen,32
5576,Inez Howard,57
5577,Oscar Park,59
5578,Mattie Cohen,25
5579,May Greer,53
5580,Susan Roy,18
5581,Seth Myers,38
5582,Hettie Fox,31
5583,Winifred Sharp,35
5584,Maude Sharp,60
5585,Nancy Taylor,62
5586,Stephen Turner,39
5587,Ronnie Aguilar,37
5588,Brian Curtis,29
5589,Luella Burgess,22
5590,Mollie Lee,32
5591,Belle Blair,62
5592,Mattie Stone,32
5593,Marguerite Sandoval,38
5594,Jackson Meyer,42
5595,Eunice Francis,38
5596,Ian Butler,60
5597,Jeffrey Hogan,60
5598,Sue Todd,46
5599,Tommy Matthews,56
5600,Harriet Spencer,65
5601,Tom Beck,31
5602,Cecelia Johnston,51
5603,Johanna Gardner,30
5604,Sadie Carlson,61
5605,Ivan Walsh,21
5606,Alejandro Montgomery,25
5607,Katie Wilson,30
5608,Myrtle Tran,20
5609,Pauline Gordon,58
5610,Nora Guzman,36
5611,Mollie Hodges,49
5612,Brandon Walker,46
5613,Edna Jennings,54
5614,Jason McDonald,39
5615,Ethel Wheeler,65
5616,Ralph Carson,47
5617,Donald Turner,56
5618,Curtis Fleming,26
5619,Belle Smith,19
5620,Aaron Pittman,30
5621,Myra Butler,34
5622,Rosa Jefferson,65
5623,Lula Hill,36
5624,Ray Carter,65
5625,Lena Crawford,34
5626,Lillie Lane,45
5627,William Lucas,42
5628,Mable Waters,18
5629,Estella Daniel,64
5630,Ray Lloyd,53
5631,Nina Cannon,21
5632,Luis Miller,45
5633,Beatrice Strickland,22
5634,Aaron Sims,51
5635,Pauline Torres,54
5636,Esther Alvarado,42
5637,Jeffery McCarthy,64
5638,Sue Stokes,28
5639,Bryan Lopez,27
5640,Luella Lucas,22
5641,Loretta Powers,59
5642,Estelle Gonzales,18
5643,Esther Cox,51
5644,Ethan Ramos,19
5645,Carrie May,61
5646,Jayden Conner,44
5647,Eva Hawkins,46
5648,Georgia Dawson,63
5649,William Coleman,40
5650,Cornelia Santiago,61
5651,Ryan Kelly,54
5652,Jeffery Fernandez,48
5653,Alberta Gibson,41
5654,Annie Mann,46
5655,Kevin Morgan,55
5656,Sylvia Carpenter,35
5657,Oscar Fleming,22
5658,Dean Weber,33
5659,Edgar Nash,28
5660,Bernice Cole,25
5661,Clayton Atkins,28
5662,Mable Dunn,53
5663,Katherine Thompson,19
5664,Christina Mullins,31
5665,Isabel Gray,23
5666,Lloyd Jones,24
5667,Loretta Caldwell,40
5668,Thomas Robbins,32
5669,Adeline Buchanan,24
5670,Jeremiah Doyle,63
5671,Dylan Cruz,35
5672,Rosa Gonzalez,62
5673,Gary Wilkerson,43
5674,Virgie Carpenter,33
5675,Patrick Burton,47
5676,Lula Kelley,47
5677,Rachel Shelton,23
5678,Don Mitchell,22
5679,Leah Garrett,64
5680,Raymond Reed,62
5681,Franklin Flowers,32
5682,Myrtle Lindsey,20
5683,Robert Patrick,58
5684,Jesus Lane,34
5685,Miguel Ramsey,28
5686,Clarence Holland,25
5687,Vincent Ryan,60
5688,Alejandro Collier,28
5689,Willie Walker,49
5690,Cecelia Mullins,59
5691,Benjamin Caldwell,28
5692,Henry Santiago,27
5693,Rosie Powell,20
5694,Eugene Gross,36
5695,Gordon Abbott,65
5696,Genevieve Manning,64
5697,Joel Barnes,20
5698,Ina Gutierrez,47
5699,Victoria Coleman,60
5700,Leila Carpenter,53
5701,Lou Henderson,44
5702,Maude Sanchez,63
5703,Jose McCoy,18
5704,Jane Long,49
5705,Maria Fisher,49
5706,Dorothy Dawson,34
5707,Sarah Duncan,25
5708,Lloyd Mills,34
5709,Steve Hodges,51
5710,Roger Herrera,46
5711,Cordelia Ray,39
5712,Nettie Strickland,41
5713,Flora Jacobs,39
5714,Pauline Castro,24
5715,Evan Leonard,57
5716,Wesley Hampton,48
5717,Hunter McKinney,33
5718,Eula Abbott,43
5719,Jack Cannon,53
5720,Isabel Johnston,61
5721,Maurice Allen,32
5722,Marie Watts,30
5723,Stanley Carr,28
5724,Ethan Craig,27
5725,Myrtie Park,47
5726,Jerome Montgomery,26
5727,Calvin Schneider,55
5728,Leila Erickson,42
5729,Ricky Gilbert,52
5730,Ruby Carroll,23
5731,Martin Henderson,27
5732,Maurice Pierce,35
5733,Cecelia Wells,49
5734,Lillian Campbell,63
5735,Douglas Carlson,26
5736,Elsie Manning,36
5737,Fred Weber,53
5738,Derek Glover,18
5739,Catherine Griffith,46
5740,Hallie Warner,65
5741,Randall Alvarez,58
5742,Glenn McLaughlin,37
5743,Allen James,63
5744,Verna McCoy,18
5745,Pearl Gordon,23
5746,Bruce Brady,38
5747,Gene Mullins,41
5748,Howard Bowman,39
5749,Harold Barnett,55
5750,Josie Moore,27
5751,Eugenia Carpenter,64
5752,Kenneth Robbins,46
5753,Olga Perry,55
5754,Danny Larson,59
5755,Joel Hayes,25
5756,Lawrence Wheeler,29
5757,Violet Gomez,53
5758,Celia Watts,61
5759,Elsie Green,36
5760,Jerome Weber,58
5761,Jayden Park,45
5762,Adeline Jenkins,29
5763,Devin Carr,39
5764,Louise Crawford,65
5765,Maria Hunt,31
5766,Gertrude Floyd,28
5767,Jeremiah Guzman,44
5768,Leona Rodriguez,18
5769,Randall Moss,27
5770,Mitchell Kennedy,51
5771,Jon Stone,32
5772,Bradley Clarke,42
5773,Irene Strickland,22
5774,Ella Simpson,62
5775,Fanny Richards,52
5776,Tom Fields,51
5777,Julian Austin,27
5778,Jack Wong,64
5779,Katie Page,39
5780,Louisa Quinn,44
5781,Chase Washington,36
5782,Bess Valdez,25
5783,Emily Riley,52
5784,Estella Farmer,56
5785,Minnie Moss,50
5786,Catherine Hanson,29
5787,Myrtle Blair,48
5788,Henrietta Little,27
5789,Mitchell Carroll,41
5790,Bernice Marsh,40
5791,Roy Massey,27
5792,Melvin Frazier,57
5793,Charlotte Stewart,55
5794,Jeanette Richardson,62
5795,May Townsend,52
5796,Lily Smith,51
5797,Myrtie Goodman,58
5798,Linnie Smith,47
5799,Jon Woods,42
5800,Tyler Park,42
5801,Nelle Morris,60
5802,Lucille Shelton,41
5803,Brandon Schmidt,47
5804,Lucinda Santos,24
5805,Madge Park,41
5806,Charles Nichols,56
5807,Joshua Griffin,61
5808,Rosa Poole,23
5809,Willie Barrett,35
5810,Victoria Gill,41
5811,Phillip Elliott,41
5812,Mina Flores,37
5813,Noah Zimmerman,20
5814,Terry Walsh,51
5815,Catherine Rowe,52
5816,Randy Dawson,46
5817,Ophelia Johnson,59
5818,Teresa Russell,36
5819,Peter Collier,36
5820,Carolyn Craig,54
5821,Mable Chandler,19
5822,Leila Palmer,51
5823,Eva Cruz,60
5824,Billy Newman,41
5825,Maria Vega,20
5826,Gavin French,53
5827,Kenneth Simon,32
5828,Albert Gomez,45
5829,Mary Logan,46
5830,Estella Garner,54
5831,Gavin Rice,54
5832,Katharine Hart,53
5833,Chad Fields,30
5834,George Bass,62
5835,Emily Williamson,56
5836,May Cole,51
5837,Louis Lane,26
5838,Dale Palmer,40
5839,Keith Stewart,32
5840,Jeff Horton,48
5841,Tommy Atkins,62
5842,Nannie Warner,30
5843,Gertrude Cannon,41
5844,Isabella Elliott,19
5845,Adele Sutton,19
5846,Isabelle Stevenson,32
5847,Eunice Parks,40
5848,Willie Clarke,20
5849,Millie Brady,43
5850,Dale Perkins,30
5851,Vera Armstrong,27
5852,Matthew Sanchez,59
5853,Willie Kennedy,52
5854,James Patton,22
5855,Rosa Washington,58
5856,Jesse Hubbard,20
5857,Della Carlson,58
5858,Zachary Nelson,31
5859,Barbara Vaughn,39
5860,Victoria Morton,38
5861,Sara Lamb,36
5862,Gabriel Russell,41
5863,Bettie Dawson,39
5864,Cameron Grant,61
5865,Lee Newton,19
5866,Jeff Miller,48
5867,Virgie Daniel,38
5868,Elijah Powers,60
5869,Eleanor Patterson,44
5870,Logan Clarke,24
5871,Cornelia Jones,44
5872,Myra Stanley,31
5873,Bobby Riley,35
5874,Derrick Gray,55
5875,Flora Wilkins,38
5876,Vera Butler,26
5877,Jackson Dixon,25
5878,Don King,20
5879,Vernon Mendoza,34
5880,Christopher Cook,34
5881,Timothy Nunez,53
5882,Jean Webster,48
5883,Lucille McKenzie,24
5884,Ola Cortez,54
5885,Leona Figueroa,63
5886,Ola Manning,31
5887,Rose Boone,41
5888,Amanda Gonzalez,58
5889,Carlos Williamson,37
5890,Seth Hawkins,49
5891,Alex Beck,44
5892,Floyd Howell,37
5893,Bradley Cohen,31
5894,Ada Alexander,29
5895,Hilda Richards,54
5896,Nancy Sanchez,36
5897,Clayton Silva,35
5898,Vera Lloyd,20
5899,Frederick Huff,19
5900,Donald Oliver,48
5901,Ellen Stone,35
5902,Zachary Mason,28
5903,Barry Cain,32
5904,Roger Grant,39
5905,Jason Crawford,42
5906,Ivan Malone,60
5907,Leona Erickson,24
5908,Mable Reid,41
5909,Jordan Ray,23
5910,Duane Love,26
5911,Betty Riley,39
5912,Tom French,18
5913,Randy Wise,61
5914,Lee Olson,20
5915,Ida Poole,65
5916,Lois Swanson,38
5917,Nathan Hicks,49
5918,Ernest Horton,58
5919,Charlotte Daniels,52
5920,Billy Perez,59
5921,Clara Brock,22
5922,Shane Santos,58
5923,Bradley Nunez,50
5924,Mitchell Burns,30
5925,Hattie Dixon,50
5926,Leon Torres,55
5927,Frank Wise,19
5928,Clifford Carpenter,42
5929,Birdie McLaughlin,49
5930,Lena Hernandez,34
5931,Andrew Wells,62
5932,Jose Ferguson,50
5933,James Mathis,49
5934,Gilbert Alvarado,37
5935,Bettie Woods,34
5936,Jacob Diaz,26
5937,Maurice Lee,22
5938,Gavin Rodriguez,18
5939,Evan Rios,62
5940,Mike Kelley,49
5941,Hannah Adams,64
5942,Jared Padilla,23
5943,Bradley Bates,22
5944,Gary Morgan,25
5945,Jimmy Cross,18
5946,Allie Garcia,51
5947,Erik Carter,57
5948,Sue Alexander,40
5949,Matthew Santiago,31
5950,Maggie Valdez,21
5951,Mike Hall,65
5952,Christian Rodriguez,20
5953,Laura Jimenez,39
5954,Rose Barber,32
5955,Marion Francis,22
5956,Nathan Singleton,23
5957,Helen Casey,25
5958,Jonathan Barber,32
5959,Louisa Graves,37
5960,Minerva Hampton,65
5961,Rosa Colon,23
5962,Harriett Johnston,38
5963,Lulu Newman,53
5964,Jason Roberson,52
5965,Francis Potter,57
5966,Lela Austin,51
5967,Flora Phelps,63
5968,Francis Patton,62
5969,Andre Bowers,61
5970,Lela Norton,33
5971,Manuel Hunt,20
